旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
長泓心圓汽車旅館,臺中市北屯區昌平東三路59號,04-24210266,http://hsd-motel.com.tw,26間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
仁美時尚大飯店,臺中市北區中清路一段36號,04-22080101,http://www.rmfh.com.tw/,48間,NT$10000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台中朝聖行旅2館,臺中市北區雙十路二段92號10-11樓,04-22371666,-,39間,NT$3200-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東海旅社,臺中市東勢區第四橫街44號,04-25872121,-,12間,NT$600-700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
圖樂文旅,臺中市西屯區文華路138巷1-1號,04-24510499,-,48間,NT$2000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華麒賓館,臺中市大甲區大甲里光明路62號,04-26861517,https://taiwanstay.net.tw/tourism_web/search.php?list_type=legal,22間,NT$600-600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華園大旅社,臺中市中區臺灣大道一段81巷2號,04-22225056,-,20間,NT$600-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
安順商務旅館,"臺中市北屯區安順東二街45,47號",04-22990216,-,28間,NT$880-1480(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宜舍單人旅店,臺中市中區臺灣大道一段100號10樓、綠川西街133號10樓之一,04-22250948,http://www.easeinn.com.tw,60間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
田中央旅店,臺中市東區大智路65號1至11樓,04-22203366,-,70間,NT$7000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富比多商務大飯店,"臺中市南區正義街41號1,3-7樓",04-22203145,-,30間,NT$800-1300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
微行旅,臺中市西屯區福星路333號,04-27066868,https://microhotel.com.tw,44間,NT$5500-8250(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大芳旅社,臺中市豐原區和平街46號,04-25222197,-,10間,NT$550-550(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
秋築民宿,臺中市后里區三月路5-2號,0930-776042,-,3間,NT$3200-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天冷吹雲,臺中市新社區新社區美林72-2號,0983-501638,-,3間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台中李方艾美酒店,臺中市中區建國路111號、111號14樓至19樓、111號21樓,04-22240888,-,228間,NT$18000-25000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好瓦文旅,臺中市沙鹿區福成路​255巷8號三樓之1~3、5~13、15~16、四樓之1~3、5~13、15及​255巷8號等公共設施,04-26368826,https://www.goldenwhotel.com.tw/,27間,NT$3600-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
玉坤田商旅,臺中市沙鹿區中山路485巷39號2至6樓,04-26623488,-,20間,NT$4600-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
肆拾光陰,臺中市龍井區新興路25巷2弄12號,0982-919680,-,4間,NT$5000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
梧棲行旅,臺中市梧棲區大仁路2段291巷10號,04-26570857,https://www.ourseahotel.com/,54間,NT$8800-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東旅,臺中市中區臺灣大道一段201號5~8樓,04-22216885,http://www.citycenterhotel.com.tw/,24間,NT$5800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
嬉行旅,臺中市西區民權路225巷8號1~4樓,04-23058080,-,33間,NT$12000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
地表最潮文旅,臺中市西區民生路356號2樓、358號2樓、360號2樓、362號2樓、368巷2弄6號2樓、368巷2弄8號2樓、368巷2弄9號2樓、368巷2弄10號、368巷2弄11號2樓、368巷2弄12號、368巷,04-23210630,-,31間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
梧棲文化出張所,臺中市梧棲區臺中市梧棲區梧棲路142號,04-26565658,-,3間,NT$7450-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東旅-台中站前一館,臺中市中區臺灣大道一段201號9~12樓,04-22219889,http://www.citycenterhotel.com.tw/,24間,NT$5800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
一期家旅,臺中市西區五權路17號、17號3至7樓（1至7層）,0927-708908,-,22間,NT$4000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
朵茉行館,臺中市西屯區龍德路二段520號,04-22595588,-,33間,NT$2980-11360(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
屋頂上的天空,臺中市和平區平等里中興路三段環山三巷23號,0910-878633,-,2間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
私房雨露,臺中市和平區東關路一段松鶴三巷88之2號,04-25942179,-,2間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
四季山房,臺中市東勢區東坑路988之1號,04-22077898,-,2間,NT$60000-60000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大甲御和園商務汽車旅館,臺中市外埔區大東里甲后路五段171號,04-26867799,-,47間,NT$1880-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
豐禾行旅,臺中市北區五權路377號1樓至7樓,04-22013456,-,49間,NT$1200-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東海牛棚,臺中市龍井區臺灣大道五段3巷42弄22號,04-26312649,-,1間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
抵家民宿,臺中市龍井區新興路13巷18號,0912-378070,-,5間,NT$1500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
SuTaichungHostel巢旅宿,臺中市中區自由路二段6號8樓之1、9樓之1、10樓之1,04-23015886,-,34間,NT$2000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
和和旅宿,臺中市后里區安眉路134巷2弄19號,0900-100388,-,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雅元民宿,臺中市和平區中坑路中坑巷2之6號,04-25971249,-,5間,NT$4000-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
閒雲小居會館,臺中市中區繼光街123號2至6樓,04-22252080,-,39間,NT$9600-9600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
叮噹旅舍,臺中市西屯區漢翔北街51號2~6樓(之1~之2),04-24529582,https://www.hotelbell-tw.com,47間,NT$1500-6380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
想窩11旅館,臺中市沙鹿區東晉一街11號(1~5樓),04-26323111,http://www.shineworld11.com.tw,36間,NT$10000-25000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
縵和寓所,臺中市中區民族路145號,04-22211077,-,18間,NT$3500-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
禾淞津商旅,臺中市西屯區大洲街69號1~6樓,04-23258585,-,22間,NT$3500-8500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
Ms.Pan花海農莊,臺中市新社區華豐街72號,0921-368136,-,2間,NT$8000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
圈圈宿,臺中市龍井區新興路25巷2弄22號,0908-368110,https://www.gc-stay.com/,5間,NT$3600-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂微行旅,臺中市南區民意街66號,04-22858800,https://booking.owlting.com/,24間,NT$3000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
享得道行旅,臺中市西屯區河南路二段207號3樓、4~9樓(之1、之2),04-27063768,-,168間,NT$8000-10800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
后麗安心親子時尚旅宿,臺中市后里區公館里安眉路85-19號,0932-629086,-,6間,NT$5100-5100(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
磐聚行旅,臺中市西屯區西安街169號,04-27077099,-,20間,NT$10000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金瑞文旅,臺中市西屯區福星路245號、245號3樓、245號4樓,04-24511238,-,62間,NT$2400-4400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
震一大飯店,臺中市梧棲區築港路築港巷66號,04-26572860,https://www.goldentulip.com.tw/products_detail/10.htm,118間,NT$11000-28000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
崇賢振英旅社,臺中市北區漢口路四段345巷16號3樓,04-22373768,-,24間,NT$3500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
平行陸貳,臺中市龍井區新興路東興巷51號,0973-265762,-,4間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
暮雲商旅,臺中市西區五權五街151號11樓之1至之39、之41至之64,04-23718881,-,62間,NT$40000-60000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
春樹商旅,臺中市西區五權五街151號10樓之1至之40、之42至之65,04-23718881,-,64間,NT$6000-60000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
梨山景觀民宿,臺中市和平區中正路6之6號,04-25981448,-,12間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
